category,scientific_name,common_names,conservation_status
Vascular Plant,Alyssum desertorum,"Desert Alyssum, Desert Madwort",Species of Concern
Vascular Plant,Arabis glabra var. glabra,"Rock Cress, Tower Rockcress",Endangered
Vascular Plant,Arabis hirsuta var. glabrata,Mountain Rockcress,Species of Concern
Vascular Plant,Arabis hirsuta var. pycnocarpa,"Creamflower Rockcress, Hairy Rockcress",
Vascular Plant,Barbarea orthoceras,"American Yellowrocket, Erectpod Wintercress, Wintercress",In Recovery
Vascular Plant,Barbarea vulgaris,"Garden Yellow Rocket, Garden Yellowrocket, Winter Cress, Yellow Rocket",
Vascular Plant,Berteroa incana,"Hoary Alyssum, Hoary False Alyssum, Hoary False Madwort",
Vascular Plant,Boechera lemmonii,Lemmon's Rockcress,Endangered
Vascular Plant,Brassica kaber,"Canola, Charlock Mustard, Kaber Mustard, Rapeseed, Wild Mustard",Species of Concern
Vascular Plant,Brassica rapa,"Bird's Rape, Birdsrape Mustard, Field Mustard, Rape, Rape Mustard, Turnip Rape, Wild Mustard, Wild Rutabaga, Wild Turnip",In Recovery
Vascular Plant,Camelina microcarpa,"Littlepod False Flax, Little-Pod False Flax, Littlepod Falseflax, Littleseed Falseflax, Small Fruited Falseflax, Smallseed Falseflax",Species of Concern
Vascular Plant,Camelina sativa,Gold-Of-Pleasure,
Vascular Plant,Capsella bursa-pastoris,"Shepherdspurse, Shepherd's-Purse",
Vascular Plant,Cardamine breweri var. breweri,Brewer's Bittercress,In Recovery
Vascular Plant,Cardamine oligosperma var. oligosperma,Little Western Bittercress,
Vascular Plant,Cardamine pensylvanica,"Pennsylvania Bittercress, Quaker Bittercress",
Vascular Plant,Cardaria chalapensis,"Heartpod Hoarycress, Hoary Cress, Lens Podded Hoary Cress, Lenspod Whitetop, Lens-Podded Hoary Whitetop, Peppergrass, Whitetop, Whiteweed",Species of Concern
Vascular Plant,Cardaria draba,"Globed-Podded Hoarycress, Heart-Pod Hoarycress, Heart-Podded Hoarycress, Hoary Cress, Peppergrass, Pepperweed Whitetop, Whitetop, Whiteweed",Species of Concern
Vascular Plant,Cardaria pubescens,"Globe-Pod Hoarycress, Globe-Podded Hoarycress, Hairy Whitetop, Hoary Cress, Whitetop",Threatened
Vascular Plant,Chorispora tenella,"Beanpodded Mustard, Blue Mustard, Bluemustard, Common Blue Mustard, Crossflower, Purple Mustard, Tenella Mustard",Species of Concern
Vascular Plant,Descurainia sophia,"Flaxweed Tansymustard, Flixweed, Flixweed Tansymustard, Herb Sophia, Herb-Sophia, Pinnate Tansymustard, Tansymustard",
Vascular Plant,Draba albertina,"Arc Dome Draba, Slender Draba",
Vascular Plant,Draba aurea,"Golden Draba, Golden Whitlowgrass",Species of Concern
Vascular Plant,Draba borealis,Boreal Draba,Species of Concern
Vascular Plant,Draba crassa,Thickleaf Draba,Threatened
Vascular Plant,Draba crassifolia,"Rocky Mountain Draba, Snowbed Draba, Snowbed Whitlowgrass, Snowbed Whitlow-Grass",Species of Concern
Vascular Plant,Draba densifolia,Denseleaf Draba,Threatened
Vascular Plant,Draba globosa,Beavertip Draba,Species of Concern
Vascular Plant,Draba incerta,Yellowstone Draba,Species of Concern
Vascular Plant,Draba lonchocarpa var. lonchocarpa,Lancepod Draba,
Vascular Plant,Draba nemorosa,"Woodland Draba, Woodland Whitlowgrass, Woods Draba",
Vascular Plant,Draba oligosperma,"Fewseed Draba, Glacier Draba",Species of Concern
Vascular Plant,Draba paysonii var. paysonii,Payson's Draba,Species of Concern
Vascular Plant,Draba paysonii var. treleasii,Trelease's Draba,Threatened
Vascular Plant,Draba praealta,Tall Draba,
Vascular Plant,Draba reptans,"Carolina Draba, Carolina Whitlowgrass, Creeping Draba",
Vascular Plant,Draba ventosa,"Wind Draba, Wind River Draba",
Vascular Plant,Draba verna,"Spring Draba, Spring Whitlowgrass",
Vascular Plant,Erysimum asperum,Western Wallflower,
Vascular Plant,Erysimum cheiranthoides,"Treacle Wallflower, Wallflower Mustard, Wormseed Mustard, Wormseed Wallflower, Worm-Seed Wallflower",Endangered
Vascular Plant,Erysimum inconspicuum,"Shy Wallflower, Smallflower Wallflower",
Vascular Plant,Euclidium syriacum,"Syria Euclidium, Syrian Mustard",
Vascular Plant,Hesperis matronalis,"Dames Rocket, Dame's Rocket, Dames Violet, Mother-Of-The-Evening",
Vascular Plant,Isatis tinctoria,Dyer's Woad,Species of Concern
Vascular Plant,Lepidium campestre,"Cream-Anther Field Pepperwort, Field Pepperweed",
Vascular Plant,Lepidium densiflorum var. macrocarpum,Bigseed Pepperweed,Species of Concern
Vascular Plant,Lepidium densiflorum var. pubecarpum,Babyseed Pepperweed,
Vascular Plant,Lepidium perfoliatum,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",
Vascular Plant,Lepidium ramosissimum,"Manybranched Pepperweed, Pepperweed",
Vascular Plant,Lepidium sativum,"Garden Pepperwort, Gardencress Pepperweed",Species of Concern
Vascular Plant,Lepidium virginicum var. pubescens,Hairy Pepperweed,
Vascular Plant,Lesquerella alpina var. alpina,Alpine Bladderpod,
Vascular Plant,Nasturtium officinale,Watercress,
Vascular Plant,Noccaea montana,Alpine Pennycress,Species of Concern
Vascular Plant,Physaria acutifolia var. acutifolia,"Sharpleaf Twinpod, Southern Twinpod",
Vascular Plant,Physaria didymocarpa var. didymocarpa,Common Twinpod,Endangered
Vascular Plant,Rorippa curvipes var. curvipes,"Bluntleaf Yellowcress, Blunt-Leaf Yellowcress",Endangered
Vascular Plant,Rorippa curvisiliqua,Curvepod Yellowcress,
Vascular Plant,Rorippa palustris ssp. fernaldiana,"Bog Yellowcress, Fernald Yellowcress, Fernald's Yellowcress",
Vascular Plant,Schoenocrambe linifolia,"Flaxleaf Plainsmustard, Rush Mustard",Species of Concern
Vascular Plant,Sisymbrium altissimum,"Jim Hill Mustard, Tall Hedge-Mustard, Tall Mustard, Tall Tumblemustard, Tumble Mustard, Tumblemustard, Tumbleweed Mustard",
Vascular Plant,Sisymbrium loeselii,"False London Rocket, Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard",Threatened
Vascular Plant,Smelowskia calycina var. americana,American False Candytuft,
Vascular Plant,Subularia aquatica,"American Awlwort, Waterawlwort",
Vascular Plant,Thelypodium integrifolium,"Entireleaf Thelypody, Entire-Leaf Thelypody, Entireleaved Thelypody, Smoothleaved Thelypody",
Vascular Plant,Thelypodium paniculatum,Northwestern Thelypody,Species of Concern
Vascular Plant,Thelypodium sagittatum,"Arrow Thelypody, Slender Thelypody",In Recovery
Vascular Plant,Thlaspi arvense,"Fanweed, Field Pennycress, Frenchweed, Pennycress, Stinkweed",
Vascular Plant,Cleome serrulata,"Bee Spiderflower, Rocky Mountain Beeplant",
Vascular Plant,Floerkea proserpinacoides,"False Mermaidweed, False Mermaid-Weed",Species of Concern
Vascular Plant,Amaranthus albus,"Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",
Vascular Plant,Amaranthus blitoides,"Mat Amaranth, Prostrate Amaranth, Prostrate Pigweed",
Vascular Plant,Amaranthus retroflexus,"Careless Weed, Redroot Amaranth, Red-Root Amaranth, Redroot Pigweed, Rough Pigweed",Endangered
Vascular Plant,Atriplex argentea,"Silverscale, Silverscale Saltbush, Silverscale Saltweed",Species of Concern
Vascular Plant,Atriplex canescens var. canescens,Fourwing Saltbush,
Vascular Plant,Atriplex hortensis,"Armuelle Mole, Bledos Moles, Garden Orach, Garden Orache, Mountain-Spinach",In Recovery
Vascular Plant,Atriplex patula,"Halberd-Leaf Orache, Spear Orach, Spear Saltbush, Spear Saltweed, Spear-Scale, Spreading Orache",Species of Concern
Vascular Plant,Atriplex rosea,"Redscale Saltbush, Redscale Saltweed, Tumbling Orache, Tumbling Saltweed",Threatened
Vascular Plant,Atriplex subspicata,"Halberdleaf Orach, Orach Saltbush, Saline Saltbush, Spearscale, Spreading Orach",Species of Concern
Vascular Plant,Bassia hyssopifolia,"Fivehook Bassia, Fivehorn Smotherweed, Smotherweed",Species of Concern
Vascular Plant,Chenopodium atrovirens,"Dark Goosefoot, Pinyon Goosefoot",Threatened
Vascular Plant,Chenopodium fremontii,Fremont's Goosefoot,
Vascular Plant,Chenopodium glaucum var. salinum,Rocky Mountain Goosefoot,Species of Concern
Vascular Plant,Chenopodium leptophyllum,"Narrowleaf Goosefoot, Narrowleaf Lambsquarters, Narrowleaved Goosefoot, Slimleaf Goosefoot, Slimleaf Lambsquarters",
Vascular Plant,Chenopodium pratericola,Desert Goosefoot,Threatened
Vascular Plant,Chenopodium simplex,"Giant-Seed Goosefoot, Mapleleaf Goosefoot",In Recovery
Vascular Plant,Grayia spinosa,Spiny Hopsage,
Vascular Plant,Krascheninnikovia lanata,Winterfat,
Vascular Plant,Monolepis nuttalliana,"Nuttall's Monolepis, Nuttall's Povertyweed, Nuttall's Poverty-Weed, Patata, Patota",
Vascular Plant,Salsola collina,"Slender Russian-Thistle, Tumbleweed",In Recovery
Vascular Plant,Salsola tragus,"Prickly Russian Thistle, Tumbleweed",Species of Concern
Vascular Plant,Suaeda calceoliformis,"Paiuteweed, Pursh Seepweed, Western Seepweed",
Vascular Plant,Opuntia fragilis,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",
Vascular Plant,Opuntia polyacantha var. polyacantha,Hairspine Pricklypear,
Vascular Plant,Arenaria serpyllifolia,Thymeleaf Sandwort,Threatened
Vascular Plant,Cerastium arvense,"Field Chickweed, Field Mouse-Ear Chickweed, Starry Chickweed",
Vascular Plant,Cerastium fontanum,"Common Chickweed, Common Mouse-Ear Chickweed, Mouse-Ear Chickweed",Species of Concern
Vascular Plant,Cerastium glomeratum,Sticky Chickweed,Species of Concern
Vascular Plant,Dianthus armeria,Deptford Pink,
Vascular Plant,Dianthus barbatus,Sweetwilliam,
Vascular Plant,Gypsophila paniculata,"Baby's Breath, Babysbreath, Babysbreath Gypsophila, Bachelor's Button, Perfoliate Baby's Breath",
Vascular Plant,Minuartia austromontana,Columbian Stitchwort,
Vascular Plant,Minuartia nuttallii,Nuttall's Sandwort,Threatened
Vascular Plant,Minuartia obtusiloba,"Alpine Sandwort, Twinflower Sandwort",Threatened
Vascular Plant,Minuartia rubella,"Beautiful Sandwort, Boreal Stitchwort",In Recovery
Vascular Plant,Moehringia lateriflora,"Blunt-Leaf Grove-Sandwort, Bluntleaf Sandwort, Grove Sandwort",Species of Concern
Vascular Plant,Paronychia sessiliflora,"Creeping Nailwort, Low Nailwort, Nailwort, Stemless Nailwort",
Vascular Plant,Sagina saginoides,"Alpine Pearlwort, Arctic Pearlwort",Endangered
Vascular Plant,Saponaria officinalis,"Bouncing Bet, Bouncingbet, Bouncingbet Soapweed, Soapwort, Sweet Betty",Endangered
Vascular Plant,Silene acaulis var. subacaulescens,"Moss Campion, Moss Catchfly",Species of Concern
Vascular Plant,Silene antirrhina,"Catchfly, Sleepy Campion, Sleepy Catchfly, Sleepy Silene",Species of Concern
Vascular Plant,Silene drummondii var. drummondii,"Drummond's Campion, Drummond's Catchfly",Species of Concern
Vascular Plant,Silene hitchguirei,Apetalous Catchfly,Species of Concern
Vascular Plant,Silene latifolia,"Bladder Campion, Bladder-Campion",
Vascular Plant,Silene menziesii var. menziesii,Menzies' Campion,
Vascular Plant,Silene menziesii var. viscosa,Menzies' Campion,Species of Concern
Vascular Plant,Silene oregana,"Oregon Campion, Oregon Silene",
Vascular Plant,Silene parryi,Parry's Silene,Endangered
Vascular Plant,Silene vulgaris,"Bladder Campion, Bladder Silene, Cowbell, Maiden's Tears, Maidenstears, Maiden's-Tears, Rattleweed",Species of Concern
Vascular Plant,Spergularia rubra,"Purple Sandspurry, Red Sandspurry",Endangered
Vascular Plant,Stellaria calycantha,"Northern Chickweed, Northern Starwort",
Vascular Plant,Stellaria crassifolia,"Fleshy Starwort, Thickleaved Chickweed",Species of Concern
Vascular Plant,Stellaria crispa,"Crisp Starwort, Crispleaved Chickweed, Curled Starwort",
Vascular Plant,Stellaria longifolia,"Longleaf Chickweed, Longleaf Starwort, Long-Leaf Starwort",Species of Concern
Vascular Plant,Stellaria longipes var. longipes,"Chickweed, Longstalk Starwort",
Vascular Plant,Stellaria media,"Chickweed, Common Chickweed, Nodding Chickweed",
Vascular Plant,Stellaria obtusa,Rocky Mountain Chickweed,
Vascular Plant,Stellaria umbellata,"Umbellate Chickweed, Umbrella Starwort",
Vascular Plant,Vaccaria hispanica,"Cow Soapwort, Cowcockle, Field Vaccaria",
Vascular Plant,Drosera anglica,English Sundew,
Vascular Plant,Cistanthe umbellata,"Mt. Hood Pussypaws, Umbellate Pussypaws",
Vascular Plant,Claytonia lanceolata,Lanceleaf Springbeauty,In Recovery
Vascular Plant,Claytonia megarhiza var. megarhiza,Alpine Springbeauty,
Vascular Plant,Lewisia pygmaea,"Alpine Bitterroot, Alpine Lewisia, Pigmy Bitterroot",Threatened
Vascular Plant,Lewisia rediviva var. rediviva,"Bitter Root, Oregon Bitterroot",
Vascular Plant,Lewisia triphylla,"Threeleaf Bitterroot, Threeleaf Lewisia",Species of Concern
Vascular Plant,Montia chamissoi,"Toadlily, Water Indianlettuce, Water Miner's Lettuce, Water Minerslettuce",Threatened
Vascular Plant,Abronia ammophila,"Wyoming Sand Verbena, Yellowstone Sand Verbena",Species of Concern
Vascular Plant,Mirabilis linearis,"Four O'Clock, Linearleaf Four-O'Clock, Narrowleaf Four O'Clock, Narrowleaf Four-O'Clock",Threatened
Vascular Plant,Eriogonum caespitosum,"Mat Buckwheat, Mat Eriogonum, Matted Buckwheat, Matted Wild Buckwheat",
Vascular Plant,Eriogonum cernuum var. cernuum,"Nodding Buckwheat, Nodding Wild Buckwheat",In Recovery
Vascular Plant,Eriogonum flavum var. flavum,Alpine Golden Buckwheat,
Vascular Plant,Eriogonum flavum var. piperi,"Piper's Eriogonum, Piper's Golden Buckwheat",Species of Concern
Vascular Plant,Eriogonum heracleoides var. heracleoides,Parsnipflower Buckwheat,
Vascular Plant,Eriogonum ovalifolium var. purpureum,Cushion Buckwheat,Species of Concern
Vascular Plant,Eriogonum umbellatum var. cladophorum,Sulphur-Flower Buckwheat,Species of Concern
Vascular Plant,Eriogonum umbellatum var. dichrocephalum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",
Vascular Plant,Eriogonum umbellatum var. majus,Sulphur-Flower Buckwheat,
Vascular Plant,Eriogonum umbellatum var. umbellatum,Sulphur-Flower Buckwheat,Species of Concern
Vascular Plant,Oxyria digyna,"Alpine Mountainsorrel, Mountain Sorrel",In Recovery
Vascular Plant,Polygonum achoreum,"Leathery Knotweed, Striate Knotweed",In Recovery
Vascular Plant,Polygonum amphibium var. stipulaceum,Water Smartweed,
Vascular Plant,Polygonum aviculare,"Prostrate Knotweed, Yard Knotweed",Threatened
Vascular Plant,Polygonum bistortoides,American Bistort,
Vascular Plant,Polygonum convolvulus,"Black Bindweed, Black-Bindweed, Climbing Buckwheat, Climbing Knotweed, Cornbind, Dullseed Cornbind, Pink Smartweed, Wild Buckwheat",
Vascular Plant,Polygonum douglasii var. douglasii,Douglas Knotweed,
Vascular Plant,Polygonum lapathifolium,"Curltop Ladysthumb, Curlytop Knotweed, Curlytop Smartweed, Dock-Leaf Smartweed, Nodding Smartweed, Pale Smartweed",Species of Concern
Vascular Plant,Polygonum minimum,"Broadleaf Knotweed, Dwarf Knotweed, Zigzag Knotweed",
Vascular Plant,Polygonum viviparum,"Alpine Bistort, Serpent-Grass, Viviparous Bistort",Species of Concern
Vascular Plant,Rumex acetosella,"Common Sheep Sorrel, Field Sorrel, Red Sorrel, Sheep Sorrel",Species of Concern
Vascular Plant,Rumex aquaticus var. fenestratus,Western Dock,
Vascular Plant,Rumex crispus,"Curly Dock, Narrowleaf Dock, Sour Dock, Yellow Dock",Species of Concern
Vascular Plant,Rumex paucifolius,"Alpine Sheep Sorrel, Fewleaved Dock, Meadow Dock",
Vascular Plant,Rumex venosus,Veiny Dock,Species of Concern
Vascular Plant,Portulaca oleracea,"Akulikuli-Kula, Common Purslane, Duckweed, Garden Purslane, Little Hogweed, Little-Hogweed, Purslane, Pursley, Wild Portulaca",
Vascular Plant,Sarcobatus vermiculatus,"Black Greasewood, Greasewood",Threatened
Vascular Plant,Tamarix chinensis,"China Tamarisk, Chinese Saltcedar, Chinese Tamarisk, Fivestamen Tamarisk, Five-Stamen Tamarisk, Saltcedar, Tamarisk, Tamarix",
Vascular Plant,Parnassia fimbriata,"Fringed Grass Of Parnassus, Fringed Grass-Of-Parnassus, Rocky Mountain Parnassia",Species of Concern
Vascular Plant,Parnassia kotzebuei,"Kotzebue's Grass Of Parnassus, Kotzebue's Grass-Of-Parnassus",
Vascular Plant,Parnassia palustris var. montanensis,"Mountain Grass Of Parnassus, Northern Grass-Of-Parnassus",Threatened
Vascular Plant,Parnassia parviflora,Smallflower Grass Of Parnassus,
Vascular Plant,Paxistima myrsinites,"Boxleaf, Boxleaf Myrtle, Mountain Lover, Oregon Boxleaf",Endangered
Vascular Plant,Ceratophyllum demersum,"Common Hornwort, Coon's Tail, Coon's-Tail, Coontail, Hornwort",
Vascular Plant,Cornus canadensis,"Bunchberry Dogwood, Canadian Bunchberry",
Vascular Plant,Mentzelia albicaulis,"White Blazingstar, Whitestem Blazingstar, Whitestem Stickleaf, White-Stemmed Evening-Star",
Vascular Plant,Mentzelia decapetala,"Evening Starflower, Gumbo-Lily, Tenpetal Blazingstar, Tenpetal Mentzelia, Tenpetal Stickleaf",
Vascular Plant,Mentzelia dispersa,"Bushy Blazingstar, Nevada Blazingstar, Scattered Blazingstar",In Recovery
Vascular Plant,Mentzelia laevicaulis var. laevicaulis,Smoothstem Blazingstar,Species of Concern
Vascular Plant,Mentzelia montana,"Mountain Blazingstar, Variegatedbract Blazingstar, Variegated-Bract Blazingstar",Species of Concern
Vascular Plant,Adoxa moschatellina,Muskroot,In Recovery
Vascular Plant,Sambucus racemosa var. melanocarpa,"Black Elderberry, Red Elderberry, Rocky Mountain Elder",Species of Concern
Vascular Plant,Viburnum edule,Squashberry,Species of Concern
Vascular Plant,Lonicera caerulea,"Blue Honeysuckle, Fly Honeysuckle, Sweetberry Honeysuckle",Species of Concern
Vascular Plant,Lonicera involucrata,"Bearberry Honeysuckle, Twinberry Honeysuckle",Species of Concern
Vascular Plant,Lonicera utahensis,Utah Honeysuckle,Species of Concern
Vascular Plant,Symphoricarpos albus var. laevigatus,Common Snowberry,
Vascular Plant,Symphoricarpos occidentalis,"Western Snowberry, Wolfberry",
Vascular Plant,Symphoricarpos oreophilus var. utahensis,Utah Snowberry,Species of Concern
Vascular Plant,Dipsacus fullonum,"Common Teasel, Fuller's Teasel, Teasel, Venuscup Teasle",
Vascular Plant,Linnaea borealis var. longiflora,Longtube Twinflower,Threatened
Vascular Plant,Valeriana acutiloba var. pubicarpa,"Hairyfruit Valerian, Hairyfruit Valeriana",
Vascular Plant,Valeriana dioica var. sylvatica,"Woods Valerian, Woods Valeriana",Species of Concern
Vascular Plant,Valeriana edulis var. edulis,Tobacco Root,
Vascular Plant,Valeriana occidentalis,"Small-Flower Valerian, Western Valerian, Western Valeriana",
Vascular Plant,Equisetum arvense,"Common Horsetail, Field Horsetail, Scouringrush, Western Horsetail",Species of Concern
Vascular Plant,Equisetum fluviatile,"Pipes, River Horsetail, Water Horsetail",Endangered
Vascular Plant,Equisetum hyemale var. affine,"Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",
Vascular Plant,Equisetum laevigatum,"Horsetail, Smooth Horsetail, Smooth Scouringrush, Smooth Scouring-Rush",
Vascular Plant,Equisetum scirpoides,Dwarf Scouringrush,Species of Concern
Vascular Plant,Equisetum variegatum,"Variegated Horsetail, Variegated Scouringrush, Variegated Scouring-Rush",
Vascular Plant,Arctostaphylos uva-ursi,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry",Species of Concern
Vascular Plant,Gaultheria humifusa,"Alpine Spicywintergreen, Western Wintergreen",
Vascular Plant,Kalmia microphylla,"Alpine Bog Laurel, Alpine Laurel",
Vascular Plant,Ledum glandulosum,"Glandular Labrador Tea, Western Labrador Tea",
